Unnamed: 0,id,construction,original,D_full,D_both,P_full,theme_in_context,recipient_in_context,P_both,logprob_D_full,logprob_P_full,logprob_D_both,logprob_P_both,logprob_theme_in_context,logprob_recipient_in_context
53,dat-0056,D," Over there one's all you wanted, a three finger strap and when they used to just give us one."," Over there one's all you wanted, a three finger strap and when they used to just give us one."," Over there one's all you wanted, a three finger strap and when they used to just give us one"," Over there one's all you wanted, a three finger strap and when they used to just give one to us."," Over there one's all you wanted, a three finger strap and when they used to just give one"," Over there one's all you wanted, a three finger strap and when they used to just give us"," Over there one's all you wanted, a three finger strap and when they used to just give one to us",-134.35136494000002,-136.62292255,-131.10694045,-134.12330699999998,-129.13030253000002,-128.77210885
54,dat-0057,D," Well, to improve the status of women really and to give them encourage in carrying on in business."," Well, to improve the status of women really and to give them encourage in carrying on in business."," Well, to improve the status of women really and to give them encourage"," Well, to improve the status of women really and to give encourage to them in carrying on in business."," Well, to improve the status of women really and to give encourage"," Well, to improve the status of women really and to give them"," Well, to improve the status of women really and to give encourage to them",-107.89102236000001,-109.90054168,-84.68673224,-88.41751980000001,-83.72010402000001,-69.96099310999999
55,dat-0058,D," I'd get her, well Mrs-Campbell always thought she aught to give me something to eat when I got there so I had my second breakfast."," I'd get her, well Mrs-Campbell always thought she aught to give me something to eat when I got there so I had my second breakfast."," I'd get her, well Mrs-Campbell always thought she aught to give me something"," I'd get her, well Mrs-Campbell always thought she aught to give something to me to eat when I got there so I had my second breakfast."," I'd get her, well Mrs-Campbell always thought she aught to give something"," I'd get her, well Mrs-Campbell always thought she aught to give me"," I'd get her, well Mrs-Campbell always thought she aught to give something to me",-148.49191912,-158.10948449999998,-115.11039814999997,-120.40744098999998,-117.12832322,-112.27385021000002
56,dat-0059,D," if we're not gonna give them money that's fine, they just like the community."," if we're not gonna give them money that's fine, they just like the community.", if we're not gonna give them money," if we're not gonna give money to them that's fine, they just like the community.", if we're not gonna give money, if we're not gonna give them, if we're not gonna give money to them,-92.6482538,-94.58283960000001,-53.3226077,-55.618537769999996,-51.1341882,-49.546859
57,dat-0060,D, It just gives you confidence a little bit., It just gives you confidence a little bit., It just gives you confidence, It just gives confidence to you a little bit., It just gives confidence, It just gives you, It just gives confidence to you,-53.14587926999999,-60.85651539999999,-43.6766302,-50.4606824,-45.607717400000006,-39.0574304
58,dat-0061,D, Yes that was my first bike my- my aunt gave me hers., Yes that was my first bike my- my aunt gave me hers., Yes that was my first bike my- my aunt gave me hers, Yes that was my first bike my- my aunt gave hers to me., Yes that was my first bike my- my aunt gave hers, Yes that was my first bike my- my aunt gave me, Yes that was my first bike my- my aunt gave hers to me,-84.2782508,-89.16105771000001,-82.7636744,-87.33538168,-86.8770686,-75.8656589
59,dat-0062,D," he'd say, ""Hey, you-know, that's the North-Star, this is- this is what you look for in a safe-house, this is-"" give them weapons- this type of thing."," he'd say, ""Hey, you-know, that's the North-Star, this is- this is what you look for in a safe-house, this is-"" give them weapons- this type of thing."," he'd say, ""Hey, you-know, that's the North-Star, this is- this is what you look for in a safe-house, this is-"" give them weapons"," he'd say, ""Hey, you-know, that's the North-Star, this is- this is what you look for in a safe-house, this is-"" give weapons to them- this type of thing."," he'd say, ""Hey, you-know, that's the North-Star, this is- this is what you look for in a safe-house, this is-"" give weapons"," he'd say, ""Hey, you-know, that's the North-Star, this is- this is what you look for in a safe-house, this is-"" give them"," he'd say, ""Hey, you-know, that's the North-Star, this is- this is what you look for in a safe-house, this is-"" give weapons to them",-178.31200943400003,-186.20289859999997,-161.19167649999997,-169.30069849000003,-162.41999999,-151.92743389999998
60,dat-0063,D," Well, they didn't really tell me, they just gave me options which weren't even close to what I'd seen from that ah, alternative class"," Well, they didn't really tell me, they just gave me options which weren't even close to what I'd seen from that ah, alternative class"," Well, they didn't really tell me, they just gave me options"," Well, they didn't really tell me, they just gave options to me which weren't even close to what I'd seen from that ah, alternative class"," Well, they didn't really tell me, they just gave options"," Well, they didn't really tell me, they just gave me"," Well, they didn't really tell me, they just gave options to me",-133.68564253499997,-142.4221986507,-63.27493621399999,-71.41949676,-67.56855415,-56.1007159
61,dat-0065,D," Attention, (inc) however, I do have to give him credit for a lot of things which ah, you-know, had something to do with my life at that point."," Attention, (inc) however, I do have to give him credit for a lot of things which ah, you-know, had something to do with my life at that point."," Attention, (inc) however, I do have to give him credit"," Attention, (inc) however, I do have to give credit to him for a lot of things which ah, you-know, had something to do with my life at that point."," Attention, (inc) however, I do have to give credit"," Attention, (inc) however, I do have to give him"," Attention, (inc) however, I do have to give credit to him",-155.567927541,-159.23447238600002,-88.34440924999997,-92.97034310000001,-86.90589949999999,-87.62376040000001
62,dat-0066,D," But I used to think that you had to give them needles, stick your hands up their places, and poke cows out of them."," But I used to think that you had to give them needles, stick your hands up their places, and poke cows out of them.", But I used to think that you had to give them needles," But I used to think that you had to give needles to them, stick your hands up their places, and poke cows out of them.", But I used to think that you had to give needles, But I used to think that you had to give them, But I used to think that you had to give needles to them,-129.75909409000002,-133.36432925000003,-68.09675766999999,-74.19249597000001,-67.5708074,-58.1163718
63,dat-0067,D," eighty-two, so, I don't know. And like, Jennifer gives me support. She's-like, Oh, you're off to a go"," eighty-two, so, I don't know. And like, Jennifer gives me support. She's-like, Oh, you're off to a go"," eighty-two, so, I don't know. And like, Jennifer gives me support"," eighty-two, so, I don't know. And like, Jennifer gives support to me. She's-like, Oh, you're off to a go"," eighty-two, so, I don't know. And like, Jennifer gives support"," eighty-two, so, I don't know. And like, Jennifer gives me"," eighty-two, so, I don't know. And like, Jennifer gives support to me",-157.01377397,-162.11628202999995,-95.8090297,-100.51167363,-96.82166937000001,-87.67659011
64,dat-0068,D," she's really really nice. And like, I-dunno, she gave us like, malasadas. And like, she gave you that"," she's really really nice. And like, I-dunno, she gave us like, malasadas. And like, she gave you that"," she's really really nice. And like, I-dunno, she gave us like, malasadas"," she's really really nice. And like, I-dunno, she gave like, malasadas to us. And like, she gave you that"," she's really really nice. And like, I-dunno, she gave like, malasadas"," she's really really nice. And like, I-dunno, she gave us"," she's really really nice. And like, I-dunno, she gave like, malasadas to us",-124.30046240000003,-129.18989824000002,-104.98241065199998,-110.730374297,-107.37680463500001,-87.43280750000002
